DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;MUNICÍPIO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA
07/02/2021;13/02/2021;NORDESTE;BAHIA;GUANAMBI;GLP;15;R$/13kg;75;0;75;75;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;GUARUJA;GLP;1;R$/13kg;84,95;0;84,95;84,95;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;GUARULHOS;GLP;19;R$/13kg;75,18;3,023;69,99;80;-;0,04
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;HORTOLANDIA;GLP;8;R$/13kg;77,749;5,009;69,99;83;-;0,064
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;IGARASSU;GLP;12;R$/13kg;71,417;2,539;67;75;-;0,036
07/02/2021;13/02/2021;NORDESTE;BAHIA;ILHEUS;GLP;6;R$/13kg;79,165;2,405;74,99;82;-;0,03
07/02/2021;13/02/2021;NORDESTE;MARANHAO;IMPERATRIZ;GLP;11;R$/13kg;80,636;4,545;75;88;-;0,056
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;IPATINGA;GLP;15;R$/13kg;80,667;4,53;75;88;-;0,056
07/02/2021;13/02/2021;NORDESTE;SERGIPE;ITABAIANA;GLP;3;R$/13kg;80,667;3,215;77;83;-;0,04
07/02/2021;13/02/2021;NORDESTE;BAHIA;ITABUNA;GLP;7;R$/13kg;73,141;2,412;69,99;75;-;0,033
07/02/2021;13/02/2021;NORTE;AMAZONAS;ITACOATIARA;GLP;8;R$/13kg;94,875;1,356;92;97;-;0,014
07/02/2021;13/02/2021;NORDESTE;BAHIA;ITAMARAJU;GLP;4;R$/13kg;71,25;2,5;70;75;-;0,035
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ITAPETININGA;GLP;5;R$/13kg;73,994;2,545;70;75,99;-;0,034
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ITAQUAQUECETUBA;GLP;12;R$/13kg;73,24;3,441;69,99;79,99;-;0,047
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ITATIBA;GLP;4;R$/13kg;75,175;1,753;72,82;76,9;-;0,023
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;JABOATAO DOS GUARARAPES;GLP;18;R$/13kg;69,056;2,388;60;70;-;0,035
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;JACAREI;GLP;9;R$/13kg;77,633;5,708;70;85;-;0,074
07/02/2021;13/02/2021;NORDESTE;PARAIBA;JOAO PESSOA;GLP;16;R$/13kg;82,062;3,976;73,99;90;-;0,048
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;JOAO PINHEIRO;GLP;10;R$/13kg;89,57;0,829;88;90;-;0,009
07/02/2021;13/02/2021;NORDESTE;CEARA;JUAZEIRO DO NORTE;GLP;9;R$/13kg;82,666;1;80;83;-;0,012
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;JUIZ DE FORA;GLP;21;R$/13kg;73,327;5,038;65;85;-;0,069
07/02/2021;13/02/2021;SUL;PARANA;LONDRINA;GLP;15;R$/13kg;84,133;6,664;75;95;-;0,079
07/02/2021;13/02/2021;NORTE;AMAPA;MACAPA;GLP;9;R$/13kg;97,889;2,369;94;102;-;0,024
07/02/2021;13/02/2021;NORDESTE;ALAGOAS;MACEIO;GLP;11;R$/13kg;75,455;5,222;65;80;-;0,069
07/02/2021;13/02/2021;NORTE;AMAZONAS;MANAUS;GLP;38;R$/13kg;86,145;2,379;80;90;-;0,028
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;MANHUACU;GLP;6;R$/13kg;75,817;2,05;74,9;80;-;0,027
07/02/2021;13/02/2021;NORTE;PARA;MARABA;GLP;7;R$/13kg;98,571;3,78;90;100;-;0,038
07/02/2021;13/02/2021;NORDESTE;CEARA;MARACANAU;GLP;9;R$/13kg;84;4,031;80;90;-;0,048
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MARILIA;GLP;6;R$/13kg;87,167;1,169;85;88;-;0,013
07/02/2021;13/02/2021;SUL;PARANA;MARINGA;GLP;15;R$/13kg;87;3,761;80;92;-;0,043
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MATAO;GLP;8;R$/13kg;85,125;2,475;80;88;-;0,029
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MAUA;GLP;18;R$/13kg;85,158;4,592;68;90;-;0,054
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MOCOCA;GLP;5;R$/13kg;74,98;0,045;74,9;75;-;0,001
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MOGI DAS CRUZES;GLP;15;R$/13kg;76,605;4,244;70;85;-;0,055
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;MONTES CLAROS;GLP;21;R$/13kg;79,856;2,974;74,99;85;-;0,037
07/02/2021;13/02/2021;NORDESTE;RIO GRANDE DO NORTE;NATAL;GLP;22;R$/13kg;79,95;3,325;73;85;-;0,042
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;NILOPOLIS;GLP;4;R$/13kg;70;0;70;70;-;0
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;NITEROI;GLP;7;R$/13kg;65,71;3,991;61;72;-;0,061
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;NOVA IGUACU;GLP;15;R$/13kg;67,26;3,434;60;73;-;0,051
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;NOVO HAMBURGO;GLP;12;R$/13kg;74,5;1,977;70;78;-;0,027
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;OLINDA;GLP;22;R$/13kg;70,634;2,107;67,99;77;-;0,03
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;OSASCO;GLP;19;R$/13kg;79,996;2,904;75;84,99;-;0,036
07/02/2021;13/02/2021;SUL;SANTA CATARINA;PALHOCA;GLP;2;R$/13kg;85,5;0,707;85;86;-;0,008
07/02/2021;13/02/2021;NORTE;TOCANTINS;PALMAS;GLP;23;R$/13kg;87,348;5,175;80;97;-;0,059
07/02/2021;13/02/2021;NORTE;PARA;PARAUAPEBAS;GLP;3;R$/13kg;89,993;0,006;89,99;90;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;PAULINIA;GLP;5;R$/13kg;76,398;4,88;72,99;85;-;0,064
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;PAULISTA;GLP;7;R$/13kg;73,28;4,154;67,99;80;-;0,057
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;PELOTAS;GLP;16;R$/13kg;75,938;2,016;72;79;-;0,027
07/02/2021;13/02/2021;SUL;PARANA;PINHAIS;GLP;13;R$/13kg;77,284;3,061;74,9;83,9;-;0,04
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;POA;GLP;8;R$/13kg;75,119;1,124;73,99;76,99;-;0,015
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;POCOS DE CALDAS;GLP;13;R$/13kg;79,726;0,441;78,99;80;-;0,006
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;PORTO ALEGRE;GLP;18;R$/13kg;76,422;4,131;70;88;-;0,054
07/02/2021;13/02/2021;NORTE;RONDONIA;PORTO VELHO;GLP;29;R$/13kg;91,517;3,943;85;99;-;0,043
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;RECIFE;GLP;25;R$/13kg;72,078;3,619;65,99;78;-;0,05
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;RESENDE;GLP;1;R$/13kg;69,99;0;69,99;69,99;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;RIBEIRAO PIRES;GLP;12;R$/13kg;79,395;5,534;70;88;-;0,07
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;RIBEIRAO PRETO;GLP;21;R$/13kg;79,856;4,453;72,99;88;-;0,056
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;RIO BONITO;GLP;1;R$/13kg;69,99;0;69,99;69,99;-;0
07/02/2021;13/02/2021;NORTE;ACRE;RIO BRANCO;GLP;23;R$/13kg;97,196;2,077;94,5;101;-;0,021
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;RIO CLARO;GLP;5;R$/13kg;75;0;75;75;-;0
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;RIO DE JANEIRO;GLP;22;R$/13kg;73,992;1,973;69;78;-;0,027
07/02/2021;13/02/2021;NORDESTE;BAHIA;SALVADOR;GLP;34;R$/13kg;73,32;4,012;65;80;-;0,055
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SANTA BARBARA D'OESTE;GLP;12;R$/13kg;74,833;3,04;67;80;-;0,041
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SANTO ANDRE;GLP;15;R$/13kg;80,593;2,259;77,99;83,99;-;0,028
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO BERNARDO DO CAMPO;GLP;1;R$/13kg;88,99;0;88,99;88,99;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO CAETANO DO SUL;GLP;6;R$/13kg;80,498;3,014;77;84,99;-;0,037
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;SAO GONCALO;GLP;8;R$/13kg;68,999;2,39;65;72;-;0,035
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;SAO JOAO DE MERITI;GLP;8;R$/13kg;69,306;0,89;67,98;70;-;0,013
07/02/2021;13/02/2021;SUL;SANTA CATARINA;SAO JOSE;GLP;2;R$/13kg;85;0;85;85;-;0
07/02/2021;13/02/2021;NORDESTE;MARANHAO;SAO JOSE DE RIBAMAR;GLP;11;R$/13kg;84,535;1,508;79,99;84,99;-;0,018
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO JOSE DO RIO PRETO;GLP;20;R$/13kg;75,948;5,7;67,99;90;-;0,075
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO JOSE DOS CAMPOS;GLP;17;R$/13kg;73,466;4,924;64,99;81,99;-;0,067
07/02/2021;13/02/2021;SUL;PARANA;SAO JOSE DOS PINHAIS;GLP;13;R$/13kg;76,454;1,769;73;79;-;0,023
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;SAO LEOPOLDO;GLP;8;R$/13kg;70,938;2,542;68;75;-;0,036
07/02/2021;13/02/2021;NORDESTE;MARANHAO;SAO LUIS;GLP;18;R$/13kg;84,434;1,617;79,99;84,99;-;0,019
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO PAULO;GLP;37;R$/13kg;77,904;6,05;68,99;89,99;-;0,078
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;SAPUCAIA;GLP;1;R$/13kg;64,99;0;64,99;64,99;-;0
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;SAPUCAIA DO SUL;GLP;19;R$/13kg;72,146;2,227;69,9;75;-;0,031
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;SAQUAREMA;GLP;1;R$/13kg;69,99;0;69,99;69,99;-;0
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;SETE LAGOAS;GLP;11;R$/13kg;77,263;2,928;72,99;83;-;0,038
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SUMARE;GLP;8;R$/13kg;74,87;2,591;69,99;78;-;0,035
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SUZANO;GLP;7;R$/13kg;73,851;2,547;69,99;78;-;0,034
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;TAUBATE;GLP;8;R$/13kg;75,249;3,918;69;80;-;0,052
07/02/2021;13/02/2021;NORDESTE;BAHIA;TEIXEIRA DE FREITAS;GLP;6;R$/13kg;71,167;2,401;68;75;-;0,034
07/02/2021;13/02/2021;NORDESTE;PIAUI;TERESINA;GLP;27;R$/13kg;80,185;2,185;75;85;-;0,027
07/02/2021;13/02/2021;SUL;SANTA CATARINA;TUBARAO;GLP;1;R$/13kg;82;0;82;82;-;0
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;UBA;GLP;7;R$/13kg;79,143;2,478;75;83;-;0,031
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;VALINHOS;GLP;5;R$/13kg;72,576;4,442;67,99;78;-;0,061
07/02/2021;13/02/2021;CENTRO OESTE;MATO GROSSO;VARZEA GRANDE;GLP;10;R$/13kg;99;2,108;95;100;-;0,021
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;VIAMAO;GLP;14;R$/13kg;76,693;3,782;69,9;85;-;0,049
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;VILA VELHA;GLP;13;R$/13kg;76,075;3,571;68;80;-;0,047
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;VINHEDO;GLP;4;R$/13kg;77,973;3,561;75;83;-;0,046
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;VITORIA;GLP;5;R$/13kg;77;4,472;70;80;-;0,058
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;VITORIA DE SANTO ANTAO;GLP;8;R$/13kg;70,625;1,768;70;75;-;0,025
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;VOLTA REDONDA;GLP;2;R$/13kg;69,99;0;69,99;69,99;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ARACATUBA;GNV;1;R$/m³;3,399;0;3,399;3,399;-;0
07/02/2021;13/02/2021;SUL;SANTA CATARINA;ARARANGUA;GNV;2;R$/m³;3,399;0;3,399;3,399;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BARUERI;GNV;1;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BAURU;GNV;1;R$/m³;3,63;0;3,63;3,63;-;0
07/02/2021;13/02/2021;NORDESTE;PARAIBA;BAYEUX;GNV;3;R$/m³;3,343;0,032;3,32;3,38;-;0,01
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;BELFORD ROXO;GNV;2;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;BELO HORIZONTE;GNV;3;R$/m³;3,23;0,058;3,197;3,297;-;0,018
07/02/2021;13/02/2021;SUL;SANTA CATARINA;BIGUACU;GNV;1;R$/m³;3,599;0;3,599;3,599;-;0
07/02/2021;13/02/2021;SUL;SANTA CATARINA;BLUMENAU;GNV;2;R$/m³;3,374;0,007;3,369;3,379;-;0,002
07/02/2021;13/02/2021;NORDESTE;BAHIA;CAMACARI;GNV;4;R$/m³;2,965;0,05;2,89;2,99;-;0,017
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;CAMPINAS;GNV;4;R$/m³;2,986;0,015;2,97;2,999;-;0,005
07/02/2021;13/02/2021;CENTRO OESTE;MATO GROSSO DO SUL;CAMPO GRANDE;GNV;4;R$/m³;3,499;0,008;3,49;3,509;-;0,002
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;CANOAS;GNV;2;R$/m³;3,997;0,003;3,995;3,999;-;0,001
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;CARIACICA;GNV;2;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;SUL;SANTA CATARINA;CRICIUMA;GNV;5;R$/m³;3,281;0,021;3,249;3,299;-;0,006
07/02/2021;13/02/2021;CENTRO OESTE;MATO GROSSO;CUIABA;GNV;2;R$/m³;2,799;0,141;2,699;2,899;-;0,051
07/02/2021;13/02/2021;SUL;PARANA;CURITIBA;GNV;3;R$/m³;3,099;0,173;2,899;3,199;-;0,056
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;DUQUE DE CAXIAS;GNV;12;R$/m³;3,425;0,093;3,369;3,699;-;0,027
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;ESTEIO;GNV;3;R$/m³;3,799;0,173;3,699;3,999;-;0,046
07/02/2021;13/02/2021;NORDESTE;BAHIA;FEIRA DE SANTANA;GNV;3;R$/m³;2,957;0,058;2,89;2,99;-;0,02
07/02/2021;13/02/2021;SUL;SANTA CATARINA;FLORIANOPOLIS;GNV;5;R$/m³;3,599;0,071;3,499;3,699;-;0,02
07/02/2021;13/02/2021;NORDESTE;CEARA;FORTALEZA;GNV;15;R$/m³;3,688;0,012;3,648;3,699;-;0,003
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;GUARULHOS;GNV;4;R$/m³;2,912;0,025;2,899;2,949;-;0,009
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;HORTOLANDIA;GNV;1;R$/m³;3,059;0;3,059;3,059;-;0
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;IGARASSU;GNV;3;R$/m³;2,972;0,006;2,969;2,979;-;0,002
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;IPATINGA;GNV;1;R$/m³;3,556;0;3,556;3,556;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ITATIBA;GNV;1;R$/m³;2,999;0;2,999;2,999;-;0
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;JABOATAO DOS GUARARAPES;GNV;1;R$/m³;2,96;0;2,96;2,96;-;0
07/02/2021;13/02/2021;NORDESTE;PARAIBA;JOAO PESSOA;GNV;4;R$/m³;3,414;0,209;3,269;3,719;-;0,061
07/02/2021;13/02/2021;SUL;SANTA CATARINA;LAGUNA;GNV;1;R$/m³;3,399;0;3,399;3,399;-;0
07/02/2021;13/02/2021;NORDESTE;ALAGOAS;MACEIO;GNV;4;R$/m³;3,111;0,259;2,969;3,499;-;0,083
07/02/2021;13/02/2021;NORTE;AMAZONAS;MANAUS;GNV;2;R$/m³;3,49;0;3,49;3,49;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MATAO;GNV;1;R$/m³;3,599;0;3,599;3,599;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;MOGI DAS CRUZES;GNV;1;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;NORDESTE;RIO GRANDE DO NORTE;NATAL;GNV;5;R$/m³;3,556;0,041;3,51;3,599;-;0,012
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;NITEROI;GNV;9;R$/m³;3,015;0,071;2,949;3,199;-;0,024
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;NOVA IGUACU;GNV;5;R$/m³;3,299;0;3,299;3,299;-;0
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;NOVO HAMBURGO;GNV;1;R$/m³;3,899;0;3,899;3,899;-;0
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;OLINDA;GNV;1;R$/m³;2,969;0;2,969;2,969;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;OSASCO;GNV;2;R$/m³;2,979;0;2,979;2,979;-;0
07/02/2021;13/02/2021;SUL;SANTA CATARINA;PALHOCA;GNV;3;R$/m³;3,499;0;3,499;3,499;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;PAULINIA;GNV;1;R$/m³;2,997;0;2,997;2,997;-;0
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;PAULISTA;GNV;1;R$/m³;2,96;0;2,96;2,96;-;0
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;PELOTAS;GNV;1;R$/m³;4,049;0;4,049;4,049;-;0
07/02/2021;13/02/2021;SUL;PARANA;PINHAIS;GNV;1;R$/m³;3,399;0;3,399;3,399;-;0
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;POCOS DE CALDAS;GNV;1;R$/m³;3,397;0;3,397;3,397;-;0
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;PORTO ALEGRE;GNV;5;R$/m³;3,999;0;3,998;3,999;-;0
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;RECIFE;GNV;8;R$/m³;2,97;0,004;2,969;2,979;-;0,001
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;RIBEIRAO PRETO;GNV;1;R$/m³;3,29;0;3,29;3,29;-;0
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;RIO DE JANEIRO;GNV;29;R$/m³;3,088;0,125;2,799;3,299;-;0,04
07/02/2021;13/02/2021;NORDESTE;BAHIA;SALVADOR;GNV;5;R$/m³;2,924;0,148;2,75;3,099;-;0,051
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SANTA BARBARA D'OESTE;GNV;1;R$/m³;3,099;0;3,099;3,099;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SANTO ANDRE;GNV;1;R$/m³;3,499;0;3,499;3,499;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO CAETANO DO SUL;GNV;2;R$/m³;2,839;0,226;2,679;2,999;-;0,08
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;SAO GONCALO;GNV;4;R$/m³;3,074;0,096;2,999;3,199;-;0,031
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;SAO JOAO DE MERITI;GNV;2;R$/m³;3,149;0,071;3,099;3,199;-;0,022
07/02/2021;13/02/2021;SUL;SANTA CATARINA;SAO JOSE;GNV;7;R$/m³;3,613;0,09;3,499;3,699;-;0,025
07/02/2021;13/02/2021;SUL;PARANA;SAO JOSE DOS PINHAIS;GNV;2;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;SAO LEOPOLDO;GNV;2;R$/m³;3,899;0;3,899;3,899;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SAO PAULO;GNV;14;R$/m³;2,931;0,116;2,679;3,099;-;0,04
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;SAPUCAIA DO SUL;GNV;1;R$/m³;3,899;0;3,899;3,899;-;0
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;SERRA;GNV;1;R$/m³;3,19;0;3,19;3,19;-;0
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;SETE LAGOAS;GNV;1;R$/m³;3,289;0;3,289;3,289;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;SUZANO;GNV;2;R$/m³;2,899;0,141;2,799;2,999;-;0,049
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;TAUBATE;GNV;1;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;SUL;SANTA CATARINA;TUBARAO;GNV;3;R$/m³;3,399;0,001;3,398;3,399;-;0
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;VILA VELHA;GNV;2;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;VITORIA;GNV;2;R$/m³;3,199;0;3,199;3,199;-;0
07/02/2021;13/02/2021;NORTE;PARA;ALENQUER;OLEO DIESEL;7;R$/l;4,87;0,02;4,85;4,89;-;0,004
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;ALVORADA;OLEO DIESEL;4;R$/l;3,674;0,096;3,599;3,799;-;0,026
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;AMERICANA;OLEO DIESEL;4;R$/l;3,777;0,067;3,697;3,859;-;0,018
07/02/2021;13/02/2021;NORDESTE;SERGIPE;ARACAJU;OLEO DIESEL;3;R$/l;3,923;0,107;3,799;3,99;-;0,027
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ARACATUBA;OLEO DIESEL;14;R$/l;3,787;0,118;3,599;3,999;-;0,031
07/02/2021;13/02/2021;NORDESTE;ALAGOAS;ARAPIRACA;OLEO DIESEL;5;R$/l;4,016;0,166;3,79;4,199;-;0,041
07/02/2021;13/02/2021;SUL;SANTA CATARINA;ARARANGUA;OLEO DIESEL;7;R$/l;3,646;0,037;3,599;3,699;-;0,01
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;ASSIS;OLEO DIESEL;6;R$/l;3,786;0,185;3,559;3,999;-;0,049
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;BAGE;OLEO DIESEL;8;R$/l;4,246;0,082;4,099;4,325;-;0,019
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BARRETOS;OLEO DIESEL;5;R$/l;3,983;0,059;3,899;4,059;-;0,015
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BARUERI;OLEO DIESEL;1;R$/l;4,097;0;4,097;4,097;-;0
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BAURU;OLEO DIESEL;10;R$/l;3,711;0,13;3,57;3,92;-;0,035
07/02/2021;13/02/2021;NORDESTE;PARAIBA;BAYEUX;OLEO DIESEL;5;R$/l;3,912;0,08;3,84;4,039;-;0,02
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BEBEDOURO;OLEO DIESEL;7;R$/l;3,68;0,092;3,589;3,839;-;0,025
07/02/2021;13/02/2021;SUDESTE;RIO DE JANEIRO;BELFORD ROXO;OLEO DIESEL;2;R$/l;3,999;0,141;3,899;4,099;-;0,035
07/02/2021;13/02/2021;SUDESTE;MINAS GERAIS;BELO HORIZONTE;OLEO DIESEL;7;R$/l;3,8;0,047;3,733;3,866;-;0,012
07/02/2021;13/02/2021;SUL;SANTA CATARINA;BIGUACU;OLEO DIESEL;6;R$/l;3,727;0,113;3,599;3,869;-;0,03
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;BIRIGUI;OLEO DIESEL;10;R$/l;3,816;0,1;3,679;4,019;-;0,026
07/02/2021;13/02/2021;NORTE;RORAIMA;BOA VISTA;OLEO DIESEL;8;R$/l;4,041;0,156;3,91;4,39;-;0,039
07/02/2021;13/02/2021;CENTRO OESTE;DISTRITO FEDERAL;BRASILIA;OLEO DIESEL;22;R$/l;3,891;0,112;3,689;4,138;-;0,029
07/02/2021;13/02/2021;NORDESTE;BAHIA;BRUMADO;OLEO DIESEL;6;R$/l;3,878;0,109;3,749;4,049;-;0,028
07/02/2021;13/02/2021;NORDESTE;PARAIBA;CABEDELO;OLEO DIESEL;5;R$/l;3,81;0,084;3,689;3,89;-;0,022
07/02/2021;13/02/2021;CENTRO OESTE;MATO GROSSO;CACERES;OLEO DIESEL;1;R$/l;3,99;0;3,99;3,99;-;0
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;CACHOEIRINHA;OLEO DIESEL;6;R$/l;3,547;0,163;3,399;3,799;-;0,046
07/02/2021;13/02/2021;NORDESTE;BAHIA;CAMACARI;OLEO DIESEL;8;R$/l;3,827;0,167;3,498;3,999;-;0,044
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;CAMPINAS;OLEO DIESEL;20;R$/l;3,719;0,196;3,399;4,369;-;0,053
07/02/2021;13/02/2021;CENTRO OESTE;MATO GROSSO DO SUL;CAMPO GRANDE;OLEO DIESEL;24;R$/l;3,789;0,078;3,649;3,91;-;0,021
07/02/2021;13/02/2021;SUL;RIO GRANDE DO SUL;CANOAS;OLEO DIESEL;11;R$/l;3,672;0,133;3,399;3,859;-;0,036
07/02/2021;13/02/2021;SUDESTE;SAO PAULO;CARAGUATATUBA;OLEO DIESEL;5;R$/l;4,102;0,064;3,999;4,159;-;0,016
07/02/2021;13/02/2021;SUDESTE;ESPIRITO SANTO;CARIACICA;OLEO DIESEL;3;R$/l;3,623;0,058;3,59;3,69;-;0,016
07/02/2021;13/02/2021;SUL;PARANA;CASCAVEL;OLEO DIESEL;11;R$/l;3,631;0,164;3,42;3,89;-;0,045
