DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;MUNICÍPIO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;ALVORADA;ETANOL HIDRATADO;3;R$/l;4,492;0,167;4,299;4,589;-;0,037
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;AMERICANA;ETANOL HIDRATADO;14;R$/l;3,018;0,094;2,829;3,099;-;0,031
03/01/2021;09/01/2021;CENTRO OESTE;GOIAS;ANAPOLIS;ETANOL HIDRATADO;3;R$/l;3,103;0,13;2,979;3,239;-;0,042
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;ANGRA DOS REIS;ETANOL HIDRATADO;6;R$/l;4,358;0,192;3,999;4,499;-;0,044
03/01/2021;09/01/2021;NORDESTE;SERGIPE;ARACAJU;ETANOL HIDRATADO;21;R$/l;3,59;0,068;3,47;3,699;-;0,019
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;ARACATUBA;ETANOL HIDRATADO;25;R$/l;2,907;0,113;2,729;3,099;-;0,039
03/01/2021;09/01/2021;NORDESTE;ALAGOAS;ARAPIRACA;ETANOL HIDRATADO;11;R$/l;3,522;0,181;3,299;3,899;-;0,051
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;ASSIS;ETANOL HIDRATADO;23;R$/l;3,095;0,248;2,729;3,399;-;0,08
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;BAGE;ETANOL HIDRATADO;5;R$/l;5,086;0,21;4,788;5,295;-;0,041
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BARRETOS;ETANOL HIDRATADO;15;R$/l;2,93;0,113;2,749;3,199;-;0,039
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BARUERI;ETANOL HIDRATADO;18;R$/l;3,022;0,139;2,879;3,299;-;0,046
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BAURU;ETANOL HIDRATADO;27;R$/l;2,927;0,091;2,81;3,14;-;0,031
03/01/2021;09/01/2021;NORDESTE;PARAIBA;BAYEUX;ETANOL HIDRATADO;6;R$/l;3,453;0,088;3,389;3,58;-;0,025
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BEBEDOURO;ETANOL HIDRATADO;6;R$/l;3;0,063;2,959;3,122;-;0,021
03/01/2021;09/01/2021;NORTE;PARA;BELEM;ETANOL HIDRATADO;17;R$/l;4,045;0,072;3,89;4,149;-;0,018
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;BELFORD ROXO;ETANOL HIDRATADO;11;R$/l;3,98;0,182;3,699;4,296;-;0,046
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;BELO HORIZONTE;ETANOL HIDRATADO;42;R$/l;3,2;0,043;3,149;3,379;-;0,013
03/01/2021;09/01/2021;SUL;SANTA CATARINA;BIGUACU;ETANOL HIDRATADO;9;R$/l;3,776;0,162;3,469;3,899;-;0,043
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BIRIGUI;ETANOL HIDRATADO;14;R$/l;2,947;0,066;2,859;3,099;-;0,022
03/01/2021;09/01/2021;SUL;SANTA CATARINA;BLUMENAU;ETANOL HIDRATADO;9;R$/l;3,677;0,044;3,599;3,699;-;0,012
03/01/2021;09/01/2021;NORTE;RORAIMA;BOA VISTA;ETANOL HIDRATADO;3;R$/l;3,653;0,203;3,42;3,79;-;0,056
03/01/2021;09/01/2021;CENTRO OESTE;DISTRITO FEDERAL;BRASILIA;ETANOL HIDRATADO;47;R$/l;3,583;0,115;3,459;4,099;-;0,032
03/01/2021;09/01/2021;NORDESTE;PARAIBA;CABEDELO;ETANOL HIDRATADO;6;R$/l;3,558;0,061;3,47;3,599;-;0,017
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;CACAPAVA;ETANOL HIDRATADO;1;R$/l;3,179;0;3,179;3,179;-;0
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;CACHOEIRINHA;ETANOL HIDRATADO;4;R$/l;4,349;0,252;3,999;4,599;-;0,058
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;CACHOEIRO DE ITAPEMIRIM;ETANOL HIDRATADO;6;R$/l;3,817;0,234;3,49;3,99;-;0,061
03/01/2021;09/01/2021;NORDESTE;BAHIA;CAMACARI;ETANOL HIDRATADO;11;R$/l;3,663;0,053;3,54;3,69;-;0,014
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;CAMPINAS;ETANOL HIDRATADO;42;R$/l;2,989;0,108;2,799;3,199;-;0,036
03/01/2021;09/01/2021;CENTRO OESTE;MATO GROSSO DO SUL;CAMPO GRANDE;ETANOL HIDRATADO;43;R$/l;3,322;0,081;3,159;3,499;-;0,024
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;CANOAS;ETANOL HIDRATADO;10;R$/l;4,205;0,096;3,999;4,299;-;0,023
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;CARAGUATATUBA;ETANOL HIDRATADO;9;R$/l;3,431;0,141;3,297;3,599;-;0,041
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;CARATINGA;ETANOL HIDRATADO;8;R$/l;3,479;0,066;3,39;3,599;-;0,019
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;CARIACICA;ETANOL HIDRATADO;9;R$/l;3,634;0,185;3,399;3,999;-;0,051
03/01/2021;09/01/2021;SUL;PARANA;CASCAVEL;ETANOL HIDRATADO;16;R$/l;3,146;0,064;3,07;3,29;-;0,02
03/01/2021;09/01/2021;NORDESTE;CEARA;CAUCAIA;ETANOL HIDRATADO;20;R$/l;3,742;0,118;3,499;3,899;-;0,031
03/01/2021;09/01/2021;SUL;PARANA;COLOMBO;ETANOL HIDRATADO;16;R$/l;3,218;0,058;3,099;3,299;-;0,018
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;CONSELHEIRO LAFAIETE;ETANOL HIDRATADO;6;R$/l;3,289;0,064;3,23;3,39;-;0,02
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;CONTAGEM;ETANOL HIDRATADO;17;R$/l;3,206;0,071;3,099;3,4;-;0,022
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;COSMOPOLIS;ETANOL HIDRATADO;9;R$/l;3,107;0,123;2,959;3,299;-;0,04
03/01/2021;09/01/2021;CENTRO OESTE;MATO GROSSO;CUIABA;ETANOL HIDRATADO;59;R$/l;3,267;0,043;3,099;3,299;-;0,013
03/01/2021;09/01/2021;SUL;PARANA;CURITIBA;ETANOL HIDRATADO;53;R$/l;3,173;0,076;2,999;3,399;-;0,024
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;DIADEMA;ETANOL HIDRATADO;16;R$/l;2,983;0,133;2,749;3,299;-;0,045
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;DUQUE DE CAXIAS;ETANOL HIDRATADO;22;R$/l;3,932;0,144;3,599;4,199;-;0,037
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;ESTEIO;ETANOL HIDRATADO;2;R$/l;4,149;0,071;4,099;4,199;-;0,017
03/01/2021;09/01/2021;NORDESTE;BAHIA;FEIRA DE SANTANA;ETANOL HIDRATADO;23;R$/l;3,662;0,018;3,65;3,69;-;0,005
03/01/2021;09/01/2021;SUL;SANTA CATARINA;FLORIANOPOLIS;ETANOL HIDRATADO;21;R$/l;3,79;0,225;3,499;4,599;-;0,059
03/01/2021;09/01/2021;NORDESTE;CEARA;FORTALEZA;ETANOL HIDRATADO;99;R$/l;3,803;0,118;3,49;3,999;-;0,031
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;FRANCA;ETANOL HIDRATADO;22;R$/l;3,148;0,063;2,929;3,199;-;0,02
03/01/2021;09/01/2021;CENTRO OESTE;GOIAS;GOIANIA;ETANOL HIDRATADO;56;R$/l;3,341;0,1;3,19;3,67;-;0,03
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;GRAVATAI;ETANOL HIDRATADO;4;R$/l;4,094;0,122;3,979;4,199;-;0,03
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;GUAIBA;ETANOL HIDRATADO;4;R$/l;4,245;0,063;4,19;4,299;-;0,015
03/01/2021;09/01/2021;NORDESTE;BAHIA;GUANAMBI;ETANOL HIDRATADO;9;R$/l;3,569;0,058;3,418;3,599;-;0,016
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;GUARULHOS;ETANOL HIDRATADO;24;R$/l;3,024;0,125;2,879;3,499;-;0,041
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;HORTOLANDIA;ETANOL HIDRATADO;11;R$/l;2,98;0,095;2,859;3,199;-;0,032
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;IPATINGA;ETANOL HIDRATADO;11;R$/l;3,288;0,053;3,249;3,399;-;0,016
03/01/2021;09/01/2021;NORTE;AMAZONAS;ITACOATIARA;ETANOL HIDRATADO;2;R$/l;4,085;0,163;3,97;4,2;-;0,04
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;ITAGUAI;ETANOL HIDRATADO;3;R$/l;3,899;0,1;3,799;3,999;-;0,026
03/01/2021;09/01/2021;SUL;SANTA CATARINA;ITAJAI;ETANOL HIDRATADO;7;R$/l;3,662;0,229;3,199;3,889;-;0,062
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;ITAQUAQUECETUBA;ETANOL HIDRATADO;5;R$/l;2,959;0,055;2,899;2,999;-;0,019
03/01/2021;09/01/2021;NORDESTE;PERNAMBUCO;JABOATAO DOS GUARARAPES;ETANOL HIDRATADO;11;R$/l;3,454;0,082;3,38;3,59;-;0,024
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;JACAREI;ETANOL HIDRATADO;16;R$/l;3,035;0,063;2,899;3,099;-;0,021
03/01/2021;09/01/2021;NORDESTE;PARAIBA;JOAO PESSOA;ETANOL HIDRATADO;23;R$/l;3,555;0,063;3,36;3,599;-;0,018
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;JOAO PINHEIRO;ETANOL HIDRATADO;6;R$/l;3,278;0,155;3,014;3,499;-;0,047
03/01/2021;09/01/2021;NORDESTE;CEARA;JUAZEIRO DO NORTE;ETANOL HIDRATADO;11;R$/l;3,824;0,064;3,69;3,89;-;0,017
03/01/2021;09/01/2021;SUL;PARANA;LONDRINA;ETANOL HIDRATADO;7;R$/l;3,061;0,081;2,99;3,21;-;0,026
03/01/2021;09/01/2021;NORDESTE;ALAGOAS;MACEIO;ETANOL HIDRATADO;24;R$/l;3,638;0,102;3,399;3,799;-;0,028
03/01/2021;09/01/2021;NORTE;AMAZONAS;MANAUS;ETANOL HIDRATADO;37;R$/l;3,475;0,085;3,259;3,61;-;0,025
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;MANHUACU;ETANOL HIDRATADO;6;R$/l;3,521;0,063;3,45;3,599;-;0,018
03/01/2021;09/01/2021;NORDESTE;CEARA;MARACANAU;ETANOL HIDRATADO;10;R$/l;3,88;0,059;3,75;3,99;-;0,015
03/01/2021;09/01/2021;SUL;PARANA;MARINGA;ETANOL HIDRATADO;17;R$/l;3,197;0,133;2,99;3,39;-;0,042
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;MAUA;ETANOL HIDRATADO;11;R$/l;3,108;0,13;2,899;3,298;-;0,042
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;MOGI DAS CRUZES;ETANOL HIDRATADO;20;R$/l;3,052;0,15;2,879;3,385;-;0,049
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;MONTES CLAROS;ETANOL HIDRATADO;14;R$/l;3,127;0,07;2,999;3,29;-;0,022
03/01/2021;09/01/2021;NORDESTE;RIO GRANDE DO NORTE;NATAL;ETANOL HIDRATADO;27;R$/l;3,864;0,039;3,76;3,899;-;0,01
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;NILOPOLIS;ETANOL HIDRATADO;7;R$/l;4,069;0,199;3,799;4,299;-;0,049
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;NITEROI;ETANOL HIDRATADO;19;R$/l;4,124;0,371;3,56;4,799;-;0,09
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;NOVA IGUACU;ETANOL HIDRATADO;17;R$/l;4,096;0,139;3,899;4,299;-;0,034
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;NOVO HAMBURGO;ETANOL HIDRATADO;6;R$/l;4,016;0,041;3,999;4,099;-;0,01
03/01/2021;09/01/2021;NORDESTE;PERNAMBUCO;OLINDA;ETANOL HIDRATADO;11;R$/l;3,542;0,054;3,489;3,599;-;0,015
03/01/2021;09/01/2021;SUL;SANTA CATARINA;PALHOCA;ETANOL HIDRATADO;14;R$/l;3,81;0,206;3,399;3,999;-;0,054
03/01/2021;09/01/2021;NORTE;TOCANTINS;PALMAS;ETANOL HIDRATADO;10;R$/l;3,776;0,124;3,579;3,899;-;0,033
03/01/2021;09/01/2021;NORDESTE;RIO GRANDE DO NORTE;PARNAMIRIM;ETANOL HIDRATADO;1;R$/l;3,84;0;3,84;3,84;-;0
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;PAULINIA;ETANOL HIDRATADO;15;R$/l;2,968;0,081;2,799;3,099;-;0,027
03/01/2021;09/01/2021;NORDESTE;PERNAMBUCO;PAULISTA;ETANOL HIDRATADO;11;R$/l;3,525;0,118;3,379;3,699;-;0,034
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;PELOTAS;ETANOL HIDRATADO;5;R$/l;4,599;0,1;4,499;4,699;-;0,022
03/01/2021;09/01/2021;SUL;PARANA;PINHAIS;ETANOL HIDRATADO;11;R$/l;3,21;0,096;3,08;3,399;-;0,03
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;POA;ETANOL HIDRATADO;9;R$/l;3,078;0,181;2,879;3,499;-;0,059
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;PORTO ALEGRE;ETANOL HIDRATADO;9;R$/l;4,266;0,112;4,099;4,399;-;0,026
03/01/2021;09/01/2021;NORTE;RONDONIA;PORTO VELHO;ETANOL HIDRATADO;11;R$/l;3,835;0,184;3,62;4,15;-;0,048
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;PRAIA GRANDE;ETANOL HIDRATADO;1;R$/l;3,099;0;3,099;3,099;-;0
03/01/2021;09/01/2021;NORDESTE;PERNAMBUCO;RECIFE;ETANOL HIDRATADO;32;R$/l;3,473;0,08;3,349;3,599;-;0,023
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;RIBEIRAO PIRES;ETANOL HIDRATADO;8;R$/l;3,199;0,141;2,899;3,399;-;0,044
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;RIBEIRAO PRETO;ETANOL HIDRATADO;32;R$/l;2,961;0,146;2,799;3,499;-;0,049
03/01/2021;09/01/2021;NORTE;ACRE;RIO BRANCO;ETANOL HIDRATADO;16;R$/l;4,038;0,094;3,8;4,199;-;0,023
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;RIO CLARO;ETANOL HIDRATADO;14;R$/l;3,08;0,189;2,799;3,499;-;0,061
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;RIO DE JANEIRO;ETANOL HIDRATADO;71;R$/l;4,039;0,233;3,599;4,519;-;0,058
03/01/2021;09/01/2021;NORDESTE;BAHIA;SALVADOR;ETANOL HIDRATADO;79;R$/l;3,67;0,022;3,61;3,699;-;0,006
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SANTA BARBARA D'OESTE;ETANOL HIDRATADO;13;R$/l;3,043;0,212;2,897;3,697;-;0,07
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;ETANOL HIDRATADO;3;R$/l;4,799;0,001;4,798;4,799;-;0
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SANTO ANDRE;ETANOL HIDRATADO;26;R$/l;3,083;0,083;2,899;3,199;-;0,027
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SANTOS;ETANOL HIDRATADO;4;R$/l;3,579;0,2;3,399;3,798;-;0,056
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SAO BERNARDO DO CAMPO;ETANOL HIDRATADO;20;R$/l;3,065;0,094;2,899;3,249;-;0,031
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SAO CAETANO DO SUL;ETANOL HIDRATADO;12;R$/l;3,137;0,19;2,859;3,399;-;0,06
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;SAO GONCALO;ETANOL HIDRATADO;15;R$/l;4,041;0,191;3,799;4,499;-;0,047
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;SAO JOAO DE MERITI;ETANOL HIDRATADO;11;R$/l;3,962;0,198;3,749;4,299;-;0,05
03/01/2021;09/01/2021;SUL;SANTA CATARINA;SAO JOSE;ETANOL HIDRATADO;15;R$/l;3,916;0,115;3,798;4,298;-;0,029
03/01/2021;09/01/2021;NORDESTE;MARANHAO;SAO JOSE DE RIBAMAR;ETANOL HIDRATADO;8;R$/l;3,687;0,166;3,53;3,99;-;0,045
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SAO JOSE DO RIO PRETO;ETANOL HIDRATADO;23;R$/l;2,9;0,064;2,84;3,099;-;0,022
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SAO JOSE DOS CAMPOS;ETANOL HIDRATADO;17;R$/l;3,029;0,112;2,939;3,399;-;0,037
03/01/2021;09/01/2021;SUL;PARANA;SAO JOSE DOS PINHAIS;ETANOL HIDRATADO;16;R$/l;3,212;0,084;3,099;3,399;-;0,026
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;SAO LEOPOLDO;ETANOL HIDRATADO;2;R$/l;4,149;0,071;4,099;4,199;-;0,017
03/01/2021;09/01/2021;NORDESTE;MARANHAO;SAO LUIS;ETANOL HIDRATADO;31;R$/l;3,854;0,101;3,668;4,19;-;0,026
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SAO PAULO;ETANOL HIDRATADO;176;R$/l;3,055;0,166;2,777;3,599;-;0,054
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SAO ROQUE;ETANOL HIDRATADO;3;R$/l;3,145;0,139;2,988;3,249;-;0,044
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;SAPUCAIA DO SUL;ETANOL HIDRATADO;7;R$/l;4,199;0,173;3,999;4,499;-;0,041
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;SERRA;ETANOL HIDRATADO;11;R$/l;3,663;0,22;3,38;3,99;-;0,06
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;SETE LAGOAS;ETANOL HIDRATADO;18;R$/l;3,281;0,017;3,259;3,299;-;0,005
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SUMARE;ETANOL HIDRATADO;16;R$/l;2,971;0,102;2,799;3,197;-;0,034
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;SUZANO;ETANOL HIDRATADO;14;R$/l;3,014;0,105;2,899;3,299;-;0,035
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;TAUBATE;ETANOL HIDRATADO;13;R$/l;3,048;0,151;2,859;3,429;-;0,05
03/01/2021;09/01/2021;NORDESTE;PIAUI;TERESINA;ETANOL HIDRATADO;32;R$/l;3,679;0,098;3,497;3,799;-;0,027
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;TRES RIOS;ETANOL HIDRATADO;1;R$/l;3,999;0;3,999;3,999;-;0
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;UBA;ETANOL HIDRATADO;7;R$/l;3,449;0,084;3,36;3,599;-;0,024
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;VALINHOS;ETANOL HIDRATADO;14;R$/l;3,057;0,071;2,957;3,199;-;0,023
03/01/2021;09/01/2021;CENTRO OESTE;MATO GROSSO;VARZEA GRANDE;ETANOL HIDRATADO;17;R$/l;3,188;0,054;3,145;3,377;-;0,017
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;VIAMAO;ETANOL HIDRATADO;1;R$/l;4,399;0;4,399;4,399;-;0
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;VILA VELHA;ETANOL HIDRATADO;11;R$/l;3,675;0,167;3,39;3,89;-;0,045
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;VINHEDO;ETANOL HIDRATADO;11;R$/l;3,011;0,177;2,75;3,249;-;0,059
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;VITORIA;ETANOL HIDRATADO;18;R$/l;3,767;0,141;3,39;3,899;-;0,037
03/01/2021;09/01/2021;NORDESTE;PERNAMBUCO;VITORIA DE SANTO ANTAO;ETANOL HIDRATADO;8;R$/l;3,561;0,094;3,39;3,69;-;0,026
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;ALVORADA;GASOLINA ADITIVADA;5;R$/l;4,885;0,074;4,799;4,999;-;0,015
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;AMERICANA;GASOLINA ADITIVADA;12;R$/l;4,388;0,137;4,099;4,499;-;0,031
03/01/2021;09/01/2021;CENTRO OESTE;GOIAS;ANAPOLIS;GASOLINA ADITIVADA;3;R$/l;4,79;0,173;4,59;4,89;-;0,036
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;ANGRA DOS REIS;GASOLINA ADITIVADA;6;R$/l;5,44;0,075;5,299;5,499;-;0,014
03/01/2021;09/01/2021;NORDESTE;SERGIPE;ARACAJU;GASOLINA ADITIVADA;21;R$/l;4,803;0,153;4,56;4,999;-;0,032
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;ARACATUBA;GASOLINA ADITIVADA;14;R$/l;4,433;0,129;4,199;4,599;-;0,029
03/01/2021;09/01/2021;NORDESTE;ALAGOAS;ARAPIRACA;GASOLINA ADITIVADA;10;R$/l;4,91;0,07;4,799;4,998;-;0,014
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;ASSIS;GASOLINA ADITIVADA;12;R$/l;4,703;0,341;3,999;4,999;-;0,072
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;BAGE;GASOLINA ADITIVADA;9;R$/l;5,624;0,062;5,534;5,696;-;0,011
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BARRETOS;GASOLINA ADITIVADA;8;R$/l;4,37;0,252;4,079;4,799;-;0,058
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BARUERI;GASOLINA ADITIVADA;6;R$/l;4,966;0,859;4,099;5,999;-;0,173
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BAURU;GASOLINA ADITIVADA;13;R$/l;4,392;0,129;4,14;4,57;-;0,029
03/01/2021;09/01/2021;NORDESTE;PARAIBA;BAYEUX;GASOLINA ADITIVADA;2;R$/l;4,93;0,056;4,89;4,969;-;0,011
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BEBEDOURO;GASOLINA ADITIVADA;3;R$/l;4,529;0,112;4,399;4,599;-;0,025
03/01/2021;09/01/2021;NORTE;PARA;BELEM;GASOLINA ADITIVADA;17;R$/l;4,939;0,18;4,599;5,299;-;0,036
03/01/2021;09/01/2021;SUDESTE;RIO DE JANEIRO;BELFORD ROXO;GASOLINA ADITIVADA;7;R$/l;5,027;0,125;4,799;5,199;-;0,025
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;BELO HORIZONTE;GASOLINA ADITIVADA;24;R$/l;4,81;0,093;4,662;4,999;-;0,019
03/01/2021;09/01/2021;SUL;SANTA CATARINA;BIGUACU;GASOLINA ADITIVADA;8;R$/l;4,648;0,05;4,549;4,699;-;0,011
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;BIRIGUI;GASOLINA ADITIVADA;8;R$/l;4,465;0,132;4,269;4,699;-;0,03
03/01/2021;09/01/2021;SUL;SANTA CATARINA;BLUMENAU;GASOLINA ADITIVADA;6;R$/l;4,542;0,107;4,399;4,659;-;0,024
03/01/2021;09/01/2021;NORTE;RORAIMA;BOA VISTA;GASOLINA ADITIVADA;10;R$/l;4,455;0,087;4,35;4,6;-;0,019
03/01/2021;09/01/2021;CENTRO OESTE;DISTRITO FEDERAL;BRASILIA;GASOLINA ADITIVADA;47;R$/l;4,757;0,194;4,389;5,359;-;0,041
03/01/2021;09/01/2021;NORDESTE;PARAIBA;CABEDELO;GASOLINA ADITIVADA;5;R$/l;4,713;0,048;4,68;4,799;-;0,01
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;CACAPAVA;GASOLINA ADITIVADA;1;R$/l;4,499;0;4,499;4,499;-;0
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;CACHOEIRINHA;GASOLINA ADITIVADA;9;R$/l;4,704;0,106;4,539;4,799;-;0,022
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;CACHOEIRO DE ITAPEMIRIM;GASOLINA ADITIVADA;11;R$/l;5,021;0,081;4,88;5,09;-;0,016
03/01/2021;09/01/2021;NORDESTE;BAHIA;CAMACARI;GASOLINA ADITIVADA;10;R$/l;4,831;0,127;4,65;4,99;-;0,026
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;CAMPINAS;GASOLINA ADITIVADA;36;R$/l;4,369;0,192;3,999;4,897;-;0,044
03/01/2021;09/01/2021;CENTRO OESTE;MATO GROSSO DO SUL;CAMPO GRANDE;GASOLINA ADITIVADA;33;R$/l;4,765;0,097;4,559;4,969;-;0,02
03/01/2021;09/01/2021;SUL;RIO GRANDE DO SUL;CANOAS;GASOLINA ADITIVADA;15;R$/l;4,665;0,166;4,467;4,899;-;0,036
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;CARAGUATATUBA;GASOLINA ADITIVADA;9;R$/l;4,676;0,137;4,497;4,899;-;0,029
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;CARATINGA;GASOLINA ADITIVADA;5;R$/l;5,007;0,094;4,88;5,099;-;0,019
03/01/2021;09/01/2021;SUDESTE;ESPIRITO SANTO;CARIACICA;GASOLINA ADITIVADA;6;R$/l;4,618;0,17;4,419;4,799;-;0,037
03/01/2021;09/01/2021;SUL;PARANA;CASCAVEL;GASOLINA ADITIVADA;15;R$/l;4,527;0,112;4,29;4,69;-;0,025
03/01/2021;09/01/2021;NORDESTE;CEARA;CAUCAIA;GASOLINA ADITIVADA;19;R$/l;4,865;0,102;4,699;4,999;-;0,021
03/01/2021;09/01/2021;SUL;PARANA;COLOMBO;GASOLINA ADITIVADA;15;R$/l;4,394;0,116;4,189;4,679;-;0,026
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;CONSELHEIRO LAFAIETE;GASOLINA ADITIVADA;3;R$/l;4,749;0,096;4,659;4,85;-;0,02
03/01/2021;09/01/2021;SUDESTE;MINAS GERAIS;CONTAGEM;GASOLINA ADITIVADA;12;R$/l;4,854;0,085;4,699;4,999;-;0,018
03/01/2021;09/01/2021;SUDESTE;SAO PAULO;COSMOPOLIS;GASOLINA ADITIVADA;4;R$/l;4,437;0,16;4,199;4,549;-;0,036
03/01/2021;09/01/2021;CENTRO OESTE;MATO GROSSO;CUIABA;GASOLINA ADITIVADA;35;R$/l;4,681;0,087;4,433;4,799;-;0,019
03/01/2021;09/01/2021;SUL;PARANA;CURITIBA;GASOLINA ADITIVADA;43;R$/l;4,405;0,135;4,19;4,699;-;0,031
